Assessment Name,Assessment URL,Remote Testing Support,Adaptive/IRT Support,Test Type,Test Type Keys,Description,Time (Minutes),Job Levels,Languages
Docker (New),https://www.shl.com/products/product-catalog/view/docker-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm.",10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Dojo (New),https://www.shl.com/products/product-catalog/view/dojo-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries.",11,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Drupal (New),https://www.shl.com/products/product-catalog/view/drupal-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security.",17,"Mid-Professional, Professional Individual Contributor,","English (USA),"
DSI v1.1 Interpretation Report,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,Yes,No,Personality & Behavior,['P'],DSI v1.1 Interpretation Report,,,"Portuguese (Brazil), Dutch, Finnish, French, Latin American Spanish, Norwegian, Swedish, English (USA), English International, Chinese Simplified, Chinese Traditional, Danish, German, Icelandic, Italian, Russian,"
Econometrics (New),https://www.shl.com/products/product-catalog/view/econometrics-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data.",11,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Economics (New),https://www.shl.com/products/product-catalog/view/economics-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade.",13,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Electrical and Electronics Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the candidate’s knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics.",14,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Electrical Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics.",8,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the candidate’s knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering.",15,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics.",18,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
Electronics and Semiconductor Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of VLSI.",7,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),"
English Comprehension (New),https://www.shl.com/products/product-catalog/view/english-comprehension-new/,Yes,No,Knowledge & Skills,['K'],"Multiple-choice test that measures vocabulary, grammar and reading comprehension skills.",0,"Entry-Level,","English (USA),"
Enterprise Java Beans (New),https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,Yes,No,Knowledge & Skills,['K'],"Multi-choice test that measures the knowledge of enterprise Java beans (EJB), types of EJB, transactions and concurrency.",4,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,Yes,No,Personality & Behavior,['P'],"Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.
For more information, visit: 
https://www.shl.com/en/solutions/identify-develop-leaders/enterprise-leadership/ .",,"Director, Executive, Manager, Mid-Professional,",
Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,Yes,No,Personality & Behavior,['P'],"Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.
For more information, visit: 
https://www.shl.com/en/solutions/identify-develop-leaders/enterprise-leadership/ .",,"Director, Executive, Manager, Mid-Professional,",
Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,Yes,No,"C, Personality & Behavior","['C', 'P']","The Precise Fit Entry Level Cashier Solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing receipts and refunds.Report Language Availability:English (USA)",19,"Entry-Level,","English (USA), English International, French (Canada), German, Italian, French, Dutch, Norwegian, Finnish, Swedish, Danish, Arabic, Chinese Simplified, Latin American Spanish,"
Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,Yes,No,"Personality & Behavior, C","['P', 'C']","The Precise Fit Entry Level Customer Service Solution (Retail/Contact Center) is for entry-level positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone or in person; taking orders; solving product or service issues; and responding positively to difficult or irate customers.Report Language Av",19,"Entry-Level,","Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic, English International, English (USA), French (Canada), Italian, Dutch, Norwegian, Finnish, Danish,"
Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,Yes,No,"C, Personality & Behavior","['C', 'P']","The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with customers when carrying out critical tasks of the job. This includes positions that require frequent interactions with customers, or positions where customer service is not central to the role, but is still essential for successful performance on the job. Sample tasks for these jobs include, but are not limited to: interacting with customers o",14,"Entry-Level,","English (USA), English International, French (Canada), Italian, Dutch, Norwegian, Finnish, Danish, Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic,"
